,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
1199,"Razer Blade 15 Advanced Model FullHD 360Hz Intel Core i7-12800H/16GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,3299.99
1200,"Samsung Galaxy Book3 Pro 360 Intel Evo Core i7-1360P/16GB/512GB SSD/16"" Táctil+ T7 SSD PCIe NVMe USB 3.2 500GB",New,Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,,16.0,Yes,2198.99
1201,"ASUS  ROG Zephyrus M16 GU604VI-93D47PB1 Intel Core i9-13900H/32GB/1TB SSD/RTX 4070/16"" (PT)",New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,No,3456.44
1202,ASUS ROG Strix SCAR 18 G834JY-93B49PB1 Intel Core i9-13980HX/64GB/2TB SSD/RTX 4090/16'' (PT),New,Asus,ROG,Intel Core i9,64,2000,SSD,RTX 4090,16.0,No,5758.14
1203,"ASUS ROG Strix Scar 17 G733PZ-R97B48PB1  AMD Ryzen 9 7945HX/32GB/1TB SSD/RTX 4080/17.3"" (PT)",New,Asus,ROG,AMD Radeon 9,32,1000,SSD,RTX 4080,17.3,No,4753.32
1204,ASUS ROG Zephyrus G14 GA402RJ AMD Ryzen 7-6800HS/16GB/1TB SSD/RX 6700S/14'' (PT),New,Asus,ROG,AMD Ryzen 7,16,1000,SSD,,14.0,No,1730.15
1205,HP Laptop 15s-eq2074np AMD Ryzen 5-5500U/12GB/256GB SSD/15.6'' (PT),New,HP,15S,AMD Ryzen 5,12,256,SSD,,15.6,No,655.34
1206,HP OMEN 16-b1002np Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16.1'' (PT),New,HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,1887.39
1207,HP Victus 16-d1027np Intel Core i5-12500H/8GB/512GB SSD/RTX 3050Ti/16.1'' (PT),New,HP,Victus,Intel Core i5,8,512,SSD,RTX 3050,16.1,No,1438.68
1208,"HP 250 G8 Intel Core i7-1165G7/16 GB/512GB SSD/15.6""",New,HP,250,Intel Core i7,16,512,SSD,,15.6,No,1078.0
1209,"ASUS Chromebook CR1 CR1100CKA-GJ0132 Intel Celeron N4500/4GB/32GB/11.6""",New,Asus,Chromebook,Intel Celeron,4,32,,,11.6,No,304.82
1210,"ASUS Chromebook CR1100FKA-BP0024 Intel Celeron N4500/4GB/32GB eMMC/11.6"" Táctil",New,Asus,Chromebook,Intel Celeron,4,32,eMMC,,11.6,Yes,398.4
1211,"ASUS Chromebook CX1500CNA-EJ0101 Intel Celeron N3350/8GB/32GB eMMC/15.6""",New,Asus,Chromebook,Intel Celeron,8,32,eMMC,,15.6,No,466.0
1212,"ASUS Chromebook Flip CX5 CB5400FMA Intel Core i5-1130G7/8GB/256GB SSD/14""",New,Asus,Chromebook,Intel Core i5,8,256,SSD,,14.0,No,777.0
1213,"ASUS Chromebook Flip CX5 CB5400FMA Intel Core i7-1160G7/8GB/256GB SSD/14""",New,Asus,Chromebook,Intel Core i7,8,256,SSD,,14.0,No,918.0
1214,"ASUS E510MA-EJ617W Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Asus,E510,Intel Celeron,8,256,SSD,,15.6,No,364.16
1215,"ASUS ExpertBook B1 B1500CEAE-BQ1856R Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,8,512,SSD,,15.6,No,901.99
1216,"ASUS ExpertBook B1 B1502CBA-EJ0433W Intel Core i3-1215U/8GB/256GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i3,8,256,SSD,,15.6,No,545.0
1217,"ASUS ExpertBook B5 B5402CBA-EB0316X Intel Core i5-1240P/16GB/512GB SSD/14""",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,,14.0,No,1259.0
1218,"ASUS ExpertBook B5 B5602CBA-MB0418X Intel Core i5-1240P/16GB/512GB SSD/16""",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,,16.0,No,1238.0
1219,"ASUS ExpertBook B6 Flip B6602FC2-MH0248X Intel Core i7-12850HX/16GB/512GB SSD/RTX A2000/16"" Táctil",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,RTX A2000,16.0,Yes,2499.0
1220,"ASUS ExpertBook B7 Flip B7402FBA-L90012X Intel Core i7-1260P/16GB/512GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,14.0,Yes,2409.49
1221,"ASUS ExpertBook B7 Flip B7402FBA-L90593X Intel Core i5-1240P/16GB/512GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,,14.0,Yes,1703.0
1222,"ASUS ExpertBook B7 Flip B7402FEA-LA0136R Intel Core i7-1195G7/16GB/512GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,14.0,Yes,1902.0
1223,"ASUS ExpertBook P1512CEA-EJ0286X Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,15.6,No,937.54
1224,"ASUS Expertbook B9400CBA-KC0029X Intel Core i7-1255U/16GB/1TB SSD/14""",New,Asus,ExpertBook,Intel Core i7,16,1000,SSD,,14.0,No,1759.0
1225,"ASUS F1500EA-BQ3064 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,,15.6,No,544.58
1226,"ASUS F1500EA-BQ3075 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,,15.6,No,729.78
1227,"ASUS F1500EA-EJ3532 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,,15.6,No,460.63
1228,"ASUS F415EA-EK1464 Intel Core i3-1115G4/8 GB/256GB SSD/14""",New,Asus,F415EA,Intel Core i3,8,256,SSD,,14.0,No,457.07
1229,"ASUS F515EA-BQ1154W Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,F515,Intel Core i5,8,512,SSD,,15.6,No,613.91
1230,"ASUS F515EA-BQ1859W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,F515,Intel Core i3,8,256,SSD,,15.6,No,570.43
1231,"ASUS F515EA-EJ2640W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,F515,Intel Core i3,8,256,SSD,,15.6,No,424.96
1232,"ASUS Laptop F515EA i7-1165G7 8GB/512GB SSD/15.6"" (PT)",New,Asus,F515,Intel Core i7,8,512,SSD,,15.6,No,942.08
1233,ASUS M515DA AMD Ryzen 3 3250U/8GB/256GB SSD/15.6'' (PT),New,Asus,M515,AMD Ryzen 3,8,256,SSD,,15.6,No,595.72
1234,"ASUS P1511CEA-BR1794X Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,BR,Intel Core i3,8,256,SSD,,15.6,No,609.15
1235,"ASUS P1511CEA-EJ1795X Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,P1511,Intel Core i7,8,512,SSD,,15.6,No,840.24
1236,"ASUS P1511CEA-EJ791R Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,P1511,Intel Core i7,8,512,SSD,,15.6,No,853.63
1237,"ASUS ROG Flow X13 GV301QC-K6120T AMD Ryzen 9 5980HS/32GB/1TB SSD/RTX 3050/13.4"" Táctil",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3050,13.4,Yes,3943.37
1238,"ASUS ROG Flow X13 GV301RC-LJ076W AMD Ryzen 7 6800HS/16GB/1TB SSD/RTX 3050/13.4"" Táctil",New,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3050,13.4,Yes,2086.72
1239,"ASUS ROG Flow X13 GV301RE-LJ057W AMD Ryzen 9 6900HS/32GB/1TB SSD/RTX 3050Ti/13.4"" Táctil",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3050,13.4,Yes,3834.15
1240,ASUS ROG Strix G15 G513IE AMD Ryzen 7 4800H/16GB/512GB SSD/RTX 3050/15.6'' (PT),New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,1036.46
1241,ASUS ROG Strix G15 G513IM AMD Ryzen 7 4800H/16GB/512GB SSD/RTX3060/15.6'' (PT),New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3060,15.6,No,1411.19
1242,"ASUS ROG Strix G15 G513RC-HN180 AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,909.99
1243,"ASUS ROG Strix G15 G513RW-HQ133 AMD Ryzen 9 6900HX/32GB/1TB SSD/RTX3070Ti/15.6""",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3070,15.6,No,2535.45
1244,ASUS ROG Strix G17 G713RM AMD Ryzen 7 6800H/16GB/1TB SSD/RTX3060/17.3'' (PT),New,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,17.3,No,1455.4
1245,"ASUS ROG Strix Scar 17  G733PY-R97B49PB1 AMD Ryzen™ 9 7945HX/32GB/2TB SSD/RTX 4090/17.3"" (PT)",New,Asus,ROG,AMD Radeon 9,32,2000,SSD,RTX 4090,17.3,No,5630.9
1246,"ASUS TUF Gaming A15 2013 TUF507NU-LP036 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4050/15.6""",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4050,15.6,No,1175.01
1247,ASUS TUF Gaming A15 FA506QM AMD Ryzen 7 5800H/8GB/512GB SSD/RTX 3060/15.6'' (PT),New,Asus,TUF,AMD Ryzen 7,8,512,SSD,RTX 3060,15.6,No,1122.26
1248,"ASUS TUF Gaming A15 FA507RF-R76B25CS1 AMD Ryzen 7 6800HS/16GB/512GB SSD/RTX 2050/15.6"" (PT)",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 2050,15.6,No,1106.48
1249,"ASUS TUF Gaming F15 TUF506HF-HN012 Intel Core i5-11400H/16GB/512GB SSD/RTX 2050/15.6""",New,Asus,TUF,Intel Core i5,16,512,SSD,RTX 2050,15.6,No,809.9
1250,"ASUS TUF Gaming F15 TUF507ZU4-LP110 Intel Core i7-12700H/16GB/512GB SSD/RTX 4050/15.6""",New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 4050,15.6,No,1265.01
1251,ASUS TUF Gaming FX506HF-51B25PS1 Intel Core i5-11400H/8GB/512GB SSD/RTX 2050/15.6'' (PT),New,Asus,TUF,Intel Core i5,8,512,SSD,RTX 2050,15.6,No,946.7
1252,"ASUS VivoBook 15 F1500EA-EJ3095W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,,15.6,No,389.0
1253,"ASUS VivoBook 15 F1500EA-EJ3431W Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,,15.6,No,804.7
1254,"ASUS VivoBook F1500EA-BQ2363 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,,15.6,No,648.97
1255,"ASUS VivoBook F1605PA-MB127W Intel Core i5-11300H/16GB/512GB SSD/16""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,,16.0,No,698.44
1256,"ASUS VivoBook F515EA-BQ3013X Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,,15.6,No,666.37
1257,"ASUS VivoBook F515EA-EJ3061 Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,8,512,SSD,,15.6,No,568.19
1258,"ASUS VivoBook Go 14 Flip TP1400KA-BZ117WS Intel Celeron N4500/4GB/128GB eMMC/14"" Táctil",New,Asus,VivoBook,Intel Celeron,4,128,eMMC,,14.0,Yes,557.73
1259,"ASUS VivoBook Pro 15 OLED M6500QC-L1081W AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,VivoBook,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,No,1016.0
1260,"ASUS VivoBook Pro 16X OLED N7600ZE-L2015W Intel Core i7-12700H/16GB/512GB SSD/RTX 3050 Ti/16""",New,Asus,VivoBook,Intel Core i7,16,512,SSD,RTX 3050,16.0,No,1745.11
1261,"ASUS VivoBook S 15 OLED K3502ZA-MA115W Intel Core i5-12500H/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,,15.6,No,1212.25
1262,"ASUS Vivobook Go E1504FA-BQ202W AMD Ryzen 3 7320U/8GB/256GB SSD/Radeon 610M/15.6""",New,Asus,VivoBook,AMD Ryzen 3,8,256,SSD,610 M,15.6,No,563.23
1263,ASUS Vivobook K513EP-51BM3SB2 Intel Core i5-1135G7/8GB/512GB SSD/MX330/15.6'' (PT),New,Asus,VivoBook,Intel Core i5,8,512,SSD,MX 330,15.6,No,867.0
1264,"ASUS Vivobook M1503IA AMD Ryzen 7 4800H/16GB/512GB SSD/15.6"" (PT)",New,Asus,VivoBook,AMD Ryzen 7,16,512,SSD,,15.6,No,1035.84
1265,"ASUS ZenBook 14 OLED UM3402YA-KM464WS AMD Ryzen 5 7530U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,,14.0,No,955.0
1266,"ASUS ZenBook 14 OLED UX3402VA-KM004W Intel Evo Core i5-1340P/16GB/512GB SSD/14""",New,Asus,ZenBook,Intel Evo Core i5,16,512,SSD,,14.0,No,1205.99
1267,"ASUS ZenBook 14 OLED UX3402ZA-KM214 Intel Core i5-1240P/16GB/512GB SSD/14""",New,Asus,ZenBook,Intel Core i5,16,512,SSD,,14.0,No,959.91
1268,"ASUS ZenBook 14 UM3402YA-KP272W AMD Ryzen 5 5625U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,,14.0,No,868.74
1269,"ASUS ZenBook 14X OLED UM5401QA-L7207W AMD Ryzen 7 5800H/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,,14.0,No,1078.65
1270,"ASUS ZenBook Flip 13 OLED UX363EA-HP931W Intel Core i7-1165G7/16GB/512GB SSD/13.3"" Táctil",New,Asus,ZenBook,Intel Core i7,16,512,SSD,,13.3,Yes,1238.18
1271,"Acer Aspire 3 A315-34 Intel Celeron N4000/8GB/128GB SSD/15.6""",New,Acer,Aspire,Intel Celeron,8,128,SSD,,15.6,No,486.0
1272,"Acer Aspire 3 A315-58-72WT Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i7,8,512,SSD,,15.6,No,706.2
1273,"Acer Aspire 3 A317-53 Intel Core i3-1115G4/8GB/512GB SSD/17.3""",New,Acer,Aspire,Intel Core i3,8,512,SSD,,17.3,No,707.69
1274,"Acer Aspire 5 A515-45 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,Acer,Aspire,AMD Ryzen 5,8,512,SSD,,15.6,No,854.93
1275,"Acer Chromebook 515 CB515-1W Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Acer,Chromebook,Intel Core i5,8,256,SSD,,15.6,No,698.0
1276,"Acer Chromebook 713 CP713-2W Intel Core i3-10110U/8GB/128GB eMMC/13.5""",New,Acer,Chromebook,Intel Core i3,8,128,eMMC,,13.5,No,792.55
1277,"Acer Chromebook Spin 513 Qualcomm Snapdragon SC7180/8GB/64GB eMMC/13.3"" Táctil",New,Acer,Chromebook,Qualcomm Snapdragon 7,8,64,eMMC,,13.3,Yes,602.66
1278,"Acer Chromebook Spin 514 CP514-2H-53KM Intel Core i5-1130G7/8GB/256GB SSD/14"" Táctil",New,Acer,Chromebook,Intel Core i5,8,256,SSD,,14.0,Yes,999.0
1279,"Acer ConceptD 3 CN315-72-5762 Intel Core i5-10300H/8GB/512GB SSD/15.6""",New,Acer,ConceptD,Intel Core i5,8,512,SSD,,15.6,No,1121.0
1280,"Acer ConceptD 3 CN315-72G Intel Core i5-10300H/8GB/512GB SSD/GTX 1650/15.6""",New,Acer,ConceptD,Intel Core i5,8,512,SSD,GTX 1650,15.6,No,1349.0
1281,"Acer ConceptD 3 Ezel CC314-73G-73NV Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/14"" Táctil",New,Acer,ConceptD,Intel Core i7,16,512,SSD,RTX 3050,14.0,Yes,2461.21
1282,"Acer ConceptD 3 Ezel Pro CC314-73P-7407 Intel Core i7-11800H/16GB/1TB SSD/T1200/14"" Táctil",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14.0,Yes,2516.82
1283,"Acer ConceptD 3 Pro CN314-73P-73M6 Intel Core i7-11800H/16GB/1TB SSD/T1200/14""",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14.0,No,2119.0
1284,"Acer Enduro EN715-51W Intel Core i5-8250U/8GB/512GB SSD/15.6""",New,Acer,Enduro,Intel Core i5,8,512,SSD,,15.6,No,3442.0
1285,"Acer Extensa 15 EX215-22 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 3,8,256,SSD,,15.6,No,371.0
1286,"Acer Extensa 15 EX215-22-R32C AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 5,8,512,SSD,,15.6,No,491.13
1287,"Acer Extensa 15 EX215-22-R6F9 AMD Ryzen 5 3500U/8GB/256GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 5,8,256,SSD,,15.6,No,473.0
1288,"Acer Extensa 15 EX215-22-R7D2 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 3,8,256,SSD,,15.6,No,479.0
1289,"Acer Extensa 15 EX215-52-330L Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i3,8,256,SSD,,15.6,No,616.33
1290,"Acer Extensa 15 EX215-52-519J Intel Core i5-1035G1/8GB/512GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,512,SSD,,15.6,No,666.44
1291,"Acer Extensa 15 EX215-53G-56MT Intel Core i5-1035G1/8GB/256GB SSD/MX330/15.6""",New,Acer,Extensa,Intel Core i5,8,256,SSD,MX 330,15.6,No,689.08
1292,"Acer Extensa 15 EX215-54-34HR Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i3,8,256,SSD,,15.6,No,481.6
1293,"Acer Extensa 15 EX215-54-50UV Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,512,SSD,,15.6,No,541.55
1294,"Acer TravelMate P2 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i5,8,512,SSD,,14.0,No,803.61
1295,"Acer TravelMate P2 P214-53-593J Intel Core i5-1135G7/16GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i5,16,512,SSD,,14.0,No,709.81
1296,"Acer TravelMate P2 P215-53-54GL Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,TravelMate,Intel Core i5,8,512,SSD,,15.6,No,789.84
1297,"Acer TravelMate P2 TMP214-52-77KP Intel Core i7-10510U/8GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i7,8,512,SSD,,14.0,No,714.29
1298,"Acer TravelMate P2 TMP215-53 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Acer,TravelMate,Intel Core i5,8,256,SSD,,15.6,No,691.97
1299,"Acer TravelMate TMP215-52 Intel Core i3-10110U/8GB/256GB SSD/15.6""",New,Acer,TravelMate,Intel Core i3,8,256,SSD,,15.6,No,547.19
1300,"Asus ROG Strix SCAR 17 G733QS-K4016T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3080,17.3,No,2052.74
1301,Asus TUF Gaming A15 FA507RR AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3070/15.6'' (PT),New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 3070,15.6,No,1454.12
1302,"Asus VivoBook F515EA-BR283T Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,,15.6,No,499.0
1303,"Asus VivoBook S413FA-EB560T Intel Core i5-10210U/8GB/256GB SSD/14""",New,Asus,VivoBook,Intel Core i5,8,256,SSD,,14.0,No,686.45
1304,"Asus Vivobook S 15 OLED M3502QA-MA103W AMD Ryzen 7 5800H/16GB/512GB SSD/15.6""",New,Asus,VivoBook,AMD Ryzen 7,16,512,SSD,,15.6,No,1422.0
1305,"Asus ZenBook 14 Ultralight UX435EAL-KC096T Intel Evo Core i7-1165G7/16GB/512GB SSD+32GB Intel Optane/14""",New,Asus,Ultra,Intel Evo Core i7,16,32,SSD,,14.0,No,1349.0
1306,"ConceptD 7 Ezel Pro CC715-72P-77J7 Intel Core i7-11800H/32GB/1TB SSD/RTX A3000/15.6"" Táctil",New,Acer,ConceptD,Intel Core i7,32,1000,SSD,RTX A3000,15.6,Yes,2595.0
1307,"Deep Gaming Nubian 15 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,1409.0
1308,"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,1334.0
1309,"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/2TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,2000,SSD,RTX 3050,15.6,No,1525.0
1310,"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,15.6,No,1497.0
1311,"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/2TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,64,2000,SSD,RTX 3050,15.6,No,1615.0
1312,"Deep Gaming Nubian 17 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/17.3""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,17.3,No,1475.0
1313,"Deep Gaming Nubian 17 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/17.3""",New,Deep Gaming,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,17.3,No,1639.01
1314,"Dell Latitude 3320 Intel Core i7-1165G7/8GB/512GB SSD/13.3""",New,Dell,Latitude,Intel Core i7,8,512,SSD,,13.3,No,1259.59
1315,"Dell Latitude 3330 Intel Core i5-1155G7/8GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,13.3,No,1044.74
1316,"Dell Latitude 3410 Intel Core i7-10510U/8GB/256GB SSD/14""",New,Dell,Latitude,Intel Core i7,8,256,SSD,,14.0,No,1177.9
1317,"Dell Latitude 3420 Intel Core i5-1135G7/16 GB/512GB SSD/14"" (PT)",New,Dell,Latitude,Intel Core i5,16,512,SSD,,14.0,No,1237.85
1318,"Dell Latitude 3420 Intel Core i5-1135G7/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i5,16,512,SSD,,14.0,No,1091.0
1319,Dell Latitude 3520 Intel Core i5-1135G7/8GB/256GB SSD/15.6'' (PT),New,Dell,Latitude,Intel Core i5,8,256,SSD,,15.6,No,915.78
1320,"Dell Latitude 3520 Intel Core i7-1165G7/16GB/512GB SSD/15.6"" (PT)",New,Dell,Latitude,Intel Core i7,16,512,SSD,,15.6,No,1383.44
1321,"Dell Latitude 5320 Intel Core i5-1135G7/8 GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,13.3,No,1231.71
1322,"Dell Latitude 5330 Intel Core i5-1235U/8GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,13.3,No,1007.0
1323,"Dell Latitude 5520 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,15.6,No,2450.71
1324,"Dell Latitude 5530 Intel Core i5-1235U/8GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,15.6,No,1040.55
1325,"Dell Latitude 5540 Intel Core i5-1335U/8GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,15.6,No,1307.01
1326,"Dell Latitude 7430 Intel Core i5-1235U/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i5,16,512,SSD,,14.0,No,1463.4
1327,"Dell Latitude 7430 Intel Core i7-1255U/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i7,16,512,SSD,,14.0,No,1637.09
1328,"Dell Latitude 7520 Intel Core i7-1185G7/16GB/512GB SSD/15.6""",New,Dell,Latitude,Intel Core i7,16,512,SSD,,15.6,No,2033.25
1329,"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,16,512,SSD,,15.6,No,1365.1
1330,"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6"" (PT)",New,Dell,Latitude,Intel Core i5,16,512,SSD,,15.6,No,1675.2
1331,"Dell Latitude 7530 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Dell,Latitude,Intel Core i7,16,512,SSD,,15.6,No,1715.18
1332,"Dell Precision 3560 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",New,Dell,Precision,Intel Core i5,8,256,SSD,,15.6,No,1190.0
1333,"Dell Precision 3560 Intel Core i5-1135G7/8 GB/512GB SSD/Quadro T500/15.6""",New,Dell,Precision,Intel Core i5,8,512,SSD,T 500,15.6,No,1848.46
1334,"Dell Precision 5470 Intel Core i7-12800H/16GB/512GB SSD/RTX A1000/14""",New,Dell,Precision,Intel Core i7,16,512,SSD,RTX A1000,14.0,No,3469.0
1335,"Dell Precision 5770 Intel Core i7-12700H/16GB/512GB SSD/RTX A2000/17"" Táctil",New,Dell,Precision,Intel Core i7,16,512,SSD,RTX A2000,17.0,Yes,3936.0
1336,"Dell Vostro 3400 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,Dell,Vostro,Intel Core i5,8,512,SSD,,14.0,No,926.63
1337,"Dell Vostro 3420 Intel Core i5-1135G7/8 GB/256GB SSD/14""",New,Dell,Vostro,Intel Core i5,8,256,SSD,,14.0,No,717.0
1338,"Dell Vostro 3500 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,8,256,SSD,,15.6,No,930.16
1339,"Dell Vostro 3501 Intel Core i3-1005G1/4 GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,4,256,SSD,,15.6,No,600.68
1340,"Dell Vostro 3501 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,8,256,SSD,,15.6,No,688.88
1341,"Dell Vostro 3510 Intel Core i5-1035G1/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i5,8,256,SSD,,15.6,No,1289.17
1342,"Dell Vostro 5320 Intel Evo Core i5-1240P/8GB/256GB SSD/13.3""",New,Dell,Vostro,Intel Evo Core i5,8,256,SSD,,13.3,No,919.0
